SOURCE,ORG_NAME
UNDP Web3 for 2030 Programme: 0,0x5629b6fe1554c1c2ed6e0334cc4cfa8a1dda3edc
MetricsDAO Academy: 8,0x4790ccb43cea9e90fb2afebd2fbfd9af34220ef7
Pine Citizen: 0,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
MetricsDAO Academy: 7,0x61c315be1fb8e8723d3c20c3c3169a8509b36207
MetricsDAO Academy: 7,0xc3456c1d7d58bfdeaf4feb0e910a95cb84b8a5e5
MetricsDAO Academy: 8,0x2b1bd4164b070d1c995613d3615481a186d4006f
MetricsDAO Academy: 2,0x7883de49d31b13f7a2ca7aba9c1167f1646896bb
MetricsDAO Academy: 8,0xaf9c62c99d4ca575d1f365d3e035e8819b568cc6
MetricsDAO Academy: 1,0x7cce3bba6f0e39585b527415e0c7ce1f56d2ead3
MetricsDAO Academy: 8,0x11d85393510f6ac21d64aa90a7b1c850b05a097c
OFAC Sanctions List: 0,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b
Taptive: 1,0x6bd749821b7d7e5bd06d7511a3279e200339fe74
MetricsDAO Academy: 8,0xc08efe6630c3e9b280ad2292607dfd8c800ffe6b
OFAC Sanctions List: 0,0x905b63fff465b9ffbf41dea908ceb12478ec7601
MetricsDAO Academy: 8,0x98662770fc9462f850e998bffdd381a813853b5e
MetricsDAO Academy: 10,0x5f1cd8b2d818592454753ab0fe5671aeef9c6457
MetricsDAO Academy: 8,0xee286fba3cbae7644985dabf79fba44c906e22b3
MetricsDAO Academy: 8,0xf9978171d9a956dc203a0162c59e43d2cabd4ce8
MetricsDAO Academy: 9,0x29eb66d3f5fbc86373a59edafa32518c9816c874
Lenstopia: 10,0x4e59eeccca4a2a4b129f8b122d937f90cce2f1aa
Alpha Badger: 3,0x4ee0470d3cd32c81630631723d61493bac30acd0
MetricsDAO Academy: 8,0x97f2730db0468608e6a738000c2000f45a378058
MetricsDAO Academy: 8,0xfd7f0e64239a6816e62da4a023cf084e8a3ac74c
MetricsDAO Academy: 2,0x839287fe07ae192291c5e22a9c88840eb329a151
MetricsDAO Academy: 12,0xaaed9fff9858d48925904e391b77892ba5fda824
Lenstopia: 9,0xc6dd4016e224ef6f4b1b806a4f3533c52205e72d
MetricsDAO Academy: 8,0x558d22afe9a0a0abf1a944512b2883c642bb55c0
Pine Citizen: 0,0x6c003bc3ac4b75b53b14ab9ee610a1a8ccb65307
MetricsDAO Academy: 7,0x4357c39517b7611e3e49d8649e810010967adb77
 Pine Badges: 2,0x79721a785056ef69b266094c6efb0548584f2d31
Lenstopia: 4,0x83f9821ef8f66708108df75e8adfdffe8427c3a8
MetricsDAO Academy: 0,0x7da110254e391969acb4fe21847cff38592100a2
OFAC Sanctions List: 0,0xb1c8094b234dce6e03f10a5b673c1d8c69739a00
MetricsDAO Academy: 12,0x0f415a3527ce076ddc5efa7d50bfbfd9c5a42299
0xe77c2d32129473ee5fa1de427c5d1189d16cb9e2,Taptive
0xc930745dc0dc6c1a3511ca1a680c47b95e1bf52c,Coinbase Wallet Org
cosanostra,cosanostra: 3
cosanostra,cosanostra: 4
Sebastian,Sebastian: 0
Sebastian,Sebastian: 1
Test_Reserve,Test_Reserve: 0
content guild contributor v2,content guild contributor v2: 0
Gov Org,Gov Org: 0
MetricsDAO BB,MetricsDAO BB: 0
Pine Challenger,Pine Challenger: 0
Alpha Badger: 1,tokenpleb
UTC: 0,0xelle
Lobby3 Draft Organization: 0,darkstardigital
OCC: 0,itsalwaysday1
MetricsDAO: 2,itsalwaysday1
MetricsDAO: 0,itsalwaysday1
MetricsDAO Academy: 7,0x9a4b216d1c555935f32a13c3cea4d519b6b56c02
Alpha Badger: 1,0x94d463c1cfa656a2108dcc76af179f5744b6147e
MetricsDAO Academy: 8,0x2281819431777d8b097643bf80eb771cf79aff81
MetricsDAO Academy: 1,0x9592c29fcb676dd65bad30c3a11b1c22d74846df
MetricsDAO Academy: 9,0x615c52e30a4723a19594590fd794019eafa14283
Pine Champion: 0,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
MetricsDAO Academy: 7,0x18eb51fea57bf407cf3536eadabfe460d8e272bb
MetricsDAO Academy: 8,0x34bae829994a0d2c0b163c14d43f1f02be0616cd
MetricsDAO Academy: 7,0xf8b8b5804b5bf6b62ccc5d042a8ca243c1e9e107
MetricsDAO Academy: 7,0x409b16a0b4e575d1653936148945ce068d9d5e5e
MetricsDAO Academy: 8,0x50e3970bb307424f959135761a6fa2fb5acfbbfa
MetricsDAO Academy: 5,0xdf89795fd1341a37609d02b3b7c8b0757c733dd8
MetricsDAO Academy: 8,0x31999b87aab5de7f1b10046b0280c0d7262649f6
MetricsDAO Academy: 3,0x17ef9e8e12dde73bbb5cadab4c6ef6b075edcae0
MetricsDAO Academy: 3,0x0e8dc92d70925cbed566de17e3368c71515d4440
MetricsDAO Academy: 8,0x4e46fc2c0f67a8b8b82b3e8369bd0aafe96c4249
MetricsDAO Academy: 8,0xebd796d154d8659708e39ad9dcdcad10065f7f0f
cosanostra: 4,0xda60aceb12a1a61d09b008ae4a60c760db32220f
cosanostra: 2,0xda60aceb12a1a61d09b008ae4a60c760db32220f
MetricsDAO Academy: 8,0x8d2f70cc046bfb2db04d182101338bdd54a97727
MetricsDAO Academy: 8,0x1bb6e2eeeb3b82e9e46032a9896d5f68ceb19f59
MetricsDAO Academy: 8,0x9e8370c3cc3838a7090b703ccbcd3a5687b98d63
MetricsDAO Academy: 7,0xc9d66270fefc36cd853143e695ecce44d3d3211d
MetricsDAO Academy: 2,0x5801646569c6dbae73432d85979aa57bacc07aa5
OFAC Sanctions List: 0,0xaeaac358560e11f52454d997aaff2c5731b6f8a6
MetricsDAO Academy: 7,0x15743290891131d837c4427cfd81568e08e8afe2
MetricsDAO Academy: 8,0x86a1f12bc36f6b3fe206994f0e1a25b8ce6a9831
drethereum,OCC
daotalkpod,content guild contributor v2
0xe77c2d32129473ee5fa1de427c5d1189d16cb9e2,Taptive
MetricsDAO Academy: 0,fragstack
Lenstopia: 1,karlotta
Lenstopia: 2,karlotta
Lenstopia: 8,karlotta
Lenstopia: 5,karlotta
Lenstopia: 10,karlotta
Lenstopia: 5,karlotta
Lenstopia: 5,karlotta
MetricsDAO Academy: 7,saaleh
MetricsDAO Academy: 0,hariseldon
UTC: 0,throbby
MetricsDAO: 0,dorii
MetricsDAO: 1,dorii
MetricsDAO Academy: 7,hammerfrog
MetricsDAO Academy: 12,hammerfrog
MetricsDAO Academy: 7,hammerfrog
Alpha Badger: 3,cryptomatic
MetricsDAO Academy: 3,heavystar
MetricsDAO Academy: 8,heavystar
MetricsDAO Academy: 12,heavystar
MetricsDAO Academy: 1,heavystar
MetricsDAO Academy: 6,heavystar
MetricsDAO Academy: 8,heavystar
MetricsDAO Academy: 2,heavystar
MetricsDAO Academy: 5,heavystar
MetricsDAO Academy: 0,heavystar
MetricsDAO Academy: 6,0x7883de49d31b13f7a2ca7aba9c1167f1646896bb
MetricsDAO Academy: 8,0x7f9e844cef4e7568ad42f868979a1d63db830f89
MetricsDAO Academy: 0,0xdac7aee937fef5aa90c09a9a81f2d0a49c84a834
MetricsDAO Academy: 8,0xac02f27d902bcf6522b8d84c219d48d672714a2c
MetricsDAO Academy: 9,0x95b7d2c1921f3a304696a604513f2721de578b8c
MetricsDAO Academy: 7,0x6d1029c8999ff0ae7fd316e3c98d3050b1469860
MetricsDAO Academy: 8,0xb5d0164af828ee8ac5a20b926b3d4439fad50928
MetricsDAO Academy: 7,0x1d1b3b0972d7eb89c681f8e77c04d4527f0ce15a
FlippyFlip BOD: 0,0xb5e0da89b975d1f611d5e1ce1c4ecfe625b233ea
MetricsDAO Academy: 7,0xd525a95a254235939ae53e24e25f0d17c6a57f3a
MetricsDAO Academy: 8,0x0e7faa223611aa50cc9920984e5ddf3e053a98e8
MetricsDAO Academy: 7,0x2a64d46e70c97eed9a0b0c7ff8cf87a6f83c6d8a
MetricsDAO Academy: 8,0x5020de72357dc3945cf36f1232f0b80e12948fff
MetricsDAO Academy: 3,0x078b5451242d39091f03acc835239372729fb9c9
OFAC Sanctions List: 0,0x2717c5e28cf931547b621a5dddb772ab6a35b701
MetricsDAO Academy: 8,0x2bf6ba68ae0385930bc2cb254582efa12315867c
MetricsDAO Academy: 8,0x6477c539cdde59499577d05c342356efe1abd38c
MetricsDAO Academy: 7,0x7957981a452557cb047e92b12c214fb8d7a35a03
MetricsDAO Academy: 7,0xb2c66f28ef95c9dcaa147763ebcbea137266182a
FlippyFlip BOD: 0,0x2cca8a1c5bd642dce7427f860808569c1f40d8e9
OFAC Sanctions List: 0,0x178169b423a011fff22b9e3f3abea13414ddd0f1
MetricsDAO Academy: 8,0x8254f3fdb02f3ddbe9ba5333df0190a6a854601f
MetricsDAO Academy: 7,0x6829f2c3cc6331ec477ef5c0a5547a29f505f1f9
 Pine Badges: 1,0x5507963e2afd622bab95844f724e04ceb5789e49
Taptive: 1,0xe77c2d32129473ee5fa1de427c5d1189d16cb9e2
MetricsDAO Academy: 8,0x9c8cf8d8dc2bf8c3d83b36c92b48450490ab5037
MetricsDAO Academy: 10,0x60c594d29ad797c4b5135c6946490696cb204797
MetricsDAO Academy: 7,0xcbee27e852123787d1a6830a8162457f074a9f94
MetricsDAO Academy: 8,0xef74618f4937bfe6a8f2b945a9dc18b8072b4e34
OFAC Sanctions List: 0,0x610b717796ad172b316836ac95a2ffad065ceab4
Lenstopia: 3,0xca8a2b4a90c0f8ba8aca2c087024758a244a2a82
MetricsDAO Academy: 8,0x1ca35a1f8aa65d9237c3562c65d91162f2ad3c0b
badgeme,superbenefit test
badgeme,score
badgeme,chartest§
badgeme,Crypto, Culture, & Society
badgeme,airdropdao
sam58,zhong labs
MetricsDAO Academy: 12,🇬🇧government
TalentDAO - Research Guild: 0,dailyritual
Alpha Badger: 3,1000truedevs
MetricsDAO Academy: 8,niluh94
MetricsDAO Academy: 7,0x698fa9d90a61a190648cbb9e0e938ba0735e32a8
Pine Citizen: 0,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
MetricsDAO Academy: 1,0x2e4bd82779667030454478dc10c4e715dd9776fe
UNDP Web3 for 2030 Programme: 0,0x4843034252589a81331fb76b5ae66cbde26acf07
MetricsDAO Academy: 0,0x221f92ad3e336ee6e615e28e36ee5c9fb5da05a0
MetricsDAO Academy: 7,0xd38535fbdedfe6357adff50a79961df1f1cf0d8e
MetricsDAO Academy: 8,0x03648109549183dd7b6518c6aaff8ce2655e2728
MetricsDAO Academy: 12,0x60cc89733e04b6c07c6db922b7b835101872af9d
MetricsDAO Academy: 8,0x508a25bfb1559fa12f6ebba0f46e8360b9b30792
MetricsDAO Academy: 0,0x62ccaafffd2e3b57b9fc4a3fd71ecf1adedc5a76
MetricsDAO Academy: 0,0x9592c29fcb676dd65bad30c3a11b1c22d74846df
OFAC Sanctions List: 0,0xbb93e510bbcd0b7beb5a853875f9ec60275cf498
MetricsDAO Academy: 5,0x91d1dee862e36b0ee40cddfa2fbf9c2024531d98
MetricsDAO Academy: 8,0x5a8fb2b5d6f8d36257fbf82b77bb7b2cacbe7a35
Pine DAO: 1,0x2ef81c2c563113d0bb488d6528adc42d40d41fbf
Alpha Badger: 3,0xe77c2d32129473ee5fa1de427c5d1189d16cb9e2
Pine DAO: 2,0x2ef81c2c563113d0bb488d6528adc42d40d41fbf
MetricsDAO Academy: 7,0x532b73c94e198ee7e63c513c719c57fc3495b8e3
 Pine Badges: 1,0x5507963e2afd622bab95844f724e04ceb5789e49
MetricsDAO: 0,0xfcdbef56e3351880e216f59f0cabec95d31de7cc
MetricsDAO Academy: 8,0xf115b6af28b3d4ff101cba9ab8fbf64030e4c540
MetricsDAO Academy: 7,0x5866d07a1b9ac4fb62c732e27528206c4ab78847
MetricsDAO Academy: 7,0x6697aeedc3eadbcfb25962c2045aedf438b4c1f2
PFP Deployer: 1,0x59f0e2655be4f74e0ce1f9ca8ba914abd90b1970
MetricsDAO Academy: 10,0xa77c0a6e0225a9c8bc34b46a074723fcff9c3e8e
MetricsDAO Academy: 8,0x425d5ce222f2fecc7ea3f4f83ce84fbcef09711e
MetricsDAO: 0,0x3138165f8d21d4869dbd406cd8bc8055cac8fb6e
MetricsDAO Academy: 7,0x81dfaf2b017aaf637456ed274a96fcaeb3a4c9d4
MetricsDAO Academy: 12,0x7139cb6a566665b5b6286bce95a636751cc9cb65
PubDAO: 0,0x4ef22a7356d96dbf95a7fdead4a196a668e75b38
MetricsDAO Academy: 8,0xf910677cc50eefb8273c0058370294dc13aa365a
MetricsDAO Academy: 8,0xec40e386fea8d4e1dc87bf909c4270ea3ebc42f2
bedacoin,Crypto Zhuhai
Pine Champion,Pine Champion: 0
chaos is a public good,chaos is a public good: 0
Alpha Badger: 3,bedacoin
Crypto Zhuhai: 0,bedacoin
MetricsDAO Academy: 0,0xteto
MetricsDAO Academy: 7,0xteto
MetricsDAO Academy: 7,0xteto
UTC: 0,ballsinyourmouth
Badger Roles: 0,dao-ops
Lenstopia: 5,🌳gang
Lenstopia: 10,🌳gang
Lenstopia: 8,🌳gang
Lenstopia: 3,🌳gang
Lenstopia: 2,🌳gang
Lenstopia: 9,🌳gang
Lenstopia: 6,🌳gang
TalentDAO - Research Guild: 0,mayradg
Alpha Badger: 3,hellozeck
MetricsDAO Academy: 12,0xe7b0a660e8712494144a79042e5d24bf7b80b0ea
MetricsDAO Academy: 7,0x24ce48ddba416e92344b2d4ceae1cfcb34391e86
MetricsDAO Academy: 0,0xebc212c8f416b6c2e8a252c83a56a3a955dc6402
MetricsDAO Academy: 12,0xb5c55dfd6c9e4e6c34a2d1cf3069fbec6144d160
MetricsDAO: 0,0x6829f2c3cc6331ec477ef5c0a5547a29f505f1f9
MetricsDAO Academy: 7,0xeedde102211c8785ed6fdbd0f93b5adcbf02e258
Flipside ProAd: 0,0x4ee0470d3cd32c81630631723d61493bac30acd0
MetricsDAO Academy: 8,0x20ca20154f41d3858128337ed5a3be5f75d69f7b
MetricsDAO Academy: 1,0xe4e565c4a2a5050ba1020314c76420dd52d88cd6
MetricsDAO Academy: 7,0x5b708f57a450b2843ad56e23412310c32cafc33e
MetricsDAO Academy: 8,0xa7027eaa37be28ea302debad3ab2e0ea9812d95a
MetricsDAO Academy: 7,0xdb0d2b475e9d214cdb1ee725de387277670015f0
MetricsDAO Academy: 8,0x634fa89393c7c66e6a957b296678d41577060cca
MetricsDAO Academy: 2,0xa77c0a6e0225a9c8bc34b46a074723fcff9c3e8e
MetricsDAO Academy: 8,0xbb4a6a663b5fd533580d91562e4784f660b4d131
MetricsDAO Academy: 7,0x9d83f9f0453b633568f7809e858391e467713ff2
MetricsDAO Academy: 7,0x12d99392adf391b9854c6cad4f807421131f2cfe
Pine Citizen: 0,0x873d6214903310fbb59eca3513cf82afae8c1622
MetricsDAO Academy: 7,0x87f273078d7722053f7d83dd9df76ead38ce3b7d
MetricsDAO Academy: 2,0x4b09afcb9cc034812fce94031b0830d2edbb1b46
0x4ee0470d3cd32c81630631723d61493bac30acd0,Flipside Protocol Advocacy
MetricsDAO Academy,MetricsDAO Academy: 12
Alpha Badger: 3,yourfavoritegenzer
UTC: 0,yourfavoritegenzer
Alpha Badger: 3,yourfavoritegenzer
Alpha Badger: 3,yourfavoritegenzer
Alpha Badger: 3,yourfavoritegenzer
Alpha Badger: 3,palmeradao
MetricsDAO Academy: 12,papabezy
MetricsDAO Academy: 8,namluong
MetricsDAO Academy: 1,kouros
MetricsDAO Academy: 1,kouros
MetricsDAO Academy: 2,kouros
MetricsDAO Academy: 0,kouros
TalentDAO - Research Guild: 0,inkwire
Lenstopia: 4,zimteemo
Alpha Badger: 1,kirox
MetricsDAO: 0,kirox
MetricsDAO Academy: 6,0xdf89795fd1341a37609d02b3b7c8b0757c733dd8
MetricsDAO Academy: 7,0x839c41e493840d075a4d5df0ecd0432de753c78b
MetricsDAO Academy: 7,0x2f769a7578ca81b48acacd5a5db2192e67366854
Dune Wizards: 0,0x17c9b1eaf147f05cd07fe931f1bb30d22c6e16ef
MetricsDAO Academy: 7,0xe416e02731428c78683039b9f7fb2f24224729c2
MetricsDAO Academy: 8,0x54b53b5aa7560657a776b02f6f9f8a5ceac22353
MetricsDAO Academy: 8,0xb4b38fbb72bcb2686202a9746c19521c24f0f35d
 Pine Badges: 0,0xb7990f9cb831cd90ba59bcd1d9d51dc446e6ef2f
MetricsDAO Academy: 8,0x6cf09c9960bd0b83e6093bf997801ad223d50530
dApp dev testing: 1,0x0b9cdd330c8ff08d7e3d298dcbc84b3077c33c7c
MetricsDAO: 0,0xc7e819d0dd327e0240da858f9fc9b730d0ed0cdf
OFAC Sanctions List: 0,0x0836222f2b2b24a3f36f98668ed8f0b38d1a872f
Taptive: 1,0xdf8cd37a8963e41a7db070c4abedebee95d724bf
MetricsDAO Academy: 8,0xc1cc1d026a496725068794daef917259c84ffe86
MetricsDAO Academy: 7,0x84db526fbc619446aa47bb9dcaaed85266ead323
MetricsDAO Academy: 8,0x2014d3a308d4071f53e80eda80cf596e9002570f
Dune Wizards: 0,0xc5ef564934003f56a7e67210a6032bf7bdab5ef6
MetricsDAO Academy: 7,0x346af6e7fd079398f22247d5db08913795e95553
MetricsDAO Academy: 8,0x4ab9940e2908bd274209219fe840724e729e5e00
MetricsDAO Academy: 8,0xc999afa6db6074368c7c6e07fca64baf09f6fe43
MetricsDAO Academy: 7,0x9bba8efe488b0d504108c6dcb43769a4b91afdb6
MetricsDAO Academy: 8,0xb9876e8cd85e32ea5f9d43e01e21f7c20458bbb1
Lenstopia: 7,0xca8a2b4a90c0f8ba8aca2c087024758a244a2a82
MetricsDAO Academy: 8,0x02892867cd0dc07d4ddf193c23e25d4228aa002e
 Pine Badges: 1,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
mDAO Bounty Boyz: 0,0x873d6214903310fbb59eca3513cf82afae8c1622
MetricsDAO Academy: 0,0xb68bcf477b2b1ca5bc521ac7b4b5f3cb89accff3
OFAC Sanctions List: 0,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936
MetricsDAO Academy: 8,0xcd750f5f5b7b72ae39498f9c98b4481b5a308b0b
manasisingh,Tachyon
sunslinger,MetricsDAO BB
sunslinger,MetricsDAO BB
MetricsDAO Academy: 8,17584
MetricsDAO Academy: 9,17584
MetricsDAO Academy: 10,17584
MetricsDAO Academy: 0,aceofweb3
OFAC Sanctions List: 0,0xa60c772958a3ed56c1f15dd055ba37ac8e523a0d
MetricsDAO Academy: 9,0x7cce3bba6f0e39585b527415e0c7ce1f56d2ead3
Taptive: 1,0x1b2f410093de5f7725f488e23bdfe5e58d8db641
OFAC Sanctions List: 0,0xdd4c48c0b24039969fc16d1cdf626eab821d3384
Taptive: 1,0x0f953848d0df9a36f73a2f410e33437c66d94efe
OTNs: 5,0x6487fbe2623e17bb93578a01af51462efe00b30c
MetricsDAO Academy: 2,0xa56cc2cc3fab1a0da80268ea83effbac3daaedc0
Alpha Badger: 1,0x63adbd837555b52d6bd7a84266fa427e79e7f7a2
MetricsDAO Academy: 12,0x527e95d9b4ba95e31275b787c7df2d4cde8eeda0
MetricsDAO Academy: 0,0x839287fe07ae192291c5e22a9c88840eb329a151
MetricsDAO Academy: 8,0xe103a8be17a2991c576e0e09e2198ea855276a4d
OTNs: 0,0x33bfd3ba3bd175148d1bb1ee87e865253fd265e5
MetricsDAO Academy: 1,0x5801646569c6dbae73432d85979aa57bacc07aa5
MetricsDAO Academy: 8,0x65bae9e5e492085616b835aab74abbab2d8dd317
MetricsDAO: 0,0x0e8c5275edb4e96cb99b95cc3740ca0385e08be8
MetricsDAO Academy: 7,0x00a622dbbf94a59dcfa9e00aa83c4694c9b05bb5
MetricsDAO Academy: 7,0x30ca5c3759b986bb8d324ed2983023710503c99a
MetricsDAO Academy: 12,0x59e4b9fc7d48cccddbc8d12f55c8712f6f05c6cd
Pine Citizen: 0,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
Pine DAO: 2,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
Pine: 0,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
MetricsDAO Academy: 12,0x78baadc5c1083dcefd3129ae5ea80a87a7c2614c
OFAC Sanctions List: 0,0xf67721a2d8f736e75a49fdd7fad2e31d8676542a
MetricsDAO: 0,0x18612addab24b5b5dfeda6425c6b89a2048c36fb
Pine DAO: 0,0xb7990f9cb831cd90ba59bcd1d9d51dc446e6ef2f
MetricsDAO Academy: 8,0x1456e9d5aa09bf6d4f212b13e2a295a5fb0e6de5
 Pine Badges: 1,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
Pine Citizen: 0,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
MetricsDAO Academy: 12,0x9430ce779bb2cc5b8cf57c379ac735ab2a78462e
trybadger,Wtf image
trybadger,Badger Roles
trybadger,Test 2
trybadger,Badger Test
trybadger,New New
trybadger,New Org
trybadger,Test
trybadger,cosa test
trybadger,New
trybadger,Badger
trybadger,New Test
poupou,Mountain lovers
MetricsDAO Academy: 0,0xapenode
Alpha Badger: 3,metacred
Pine Challenger: 0,ltirrell
Pine Champion: 0,ltirrell
 Pine Badges: 0,ltirrell
Alpha Badger: 1,ltirrell
MetricsDAO: 0,ltirrell
Pine: 0,ltirrell
Pine DAO: 2,ltirrell
Pine Champion: 0,ltirrell
Pine DAO: 0,ltirrell
 Pine Badges: 2,ltirrell
SLC DAO: 0,upsidetyler
MetricsDAO Academy: 7,0xadfa36f88f9543204595671bef46e9ed5f8e4dd1
Pine Citizen: 0,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
MetricsDAO Academy: 8,0xc61973c5d88cb9cda8e0adef1bd5bf5fdd18838c
MetricsDAO Academy: 8,0x06be3d823d1b83f6bce63dec5b986e86041beb72
MetricsDAO Academy: 12,0x1855ac5985c15ed4eb209a6a5b4aa183e4c734cc
MetricsDAO Academy: 8,0xf39e79e43f76cb44082a44eaa25074e32ebba02d
Pine Champion: 0,0x37e229da51d1c1e1bdf05e2c0d3e9493bfd33d6c
MetricsDAO Academy: 8,0x0604650ec78da42906f748e5f6870920c2ebf40e
MetricsDAO Academy: 7,0x81f29b074a386cd545cb0db57cb3323ef0d1e69e
UTC: 0,0x30599f99b06160b9cd8f448a1226add925df864e
MetricsDAO Academy: 12,0x532b73c94e198ee7e63c513c719c57fc3495b8e3
